,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
21584,The Platters,[894335],0.716,0.59,0.963,132.239,-8.043,1,0,0.488,5.13e-06,0.114,0.0348,0,148827,26,1967,1967,Going Back To Detroit
21598,The Staple Singers,[577235],0.7859999999999999,0.483,0.961,113.304,-10.963,1,0,0.08,3.34e-05,0.32299999999999995,0.0493,0,217080,26,1981,4/14/1981,I Got To Be Myself
21600,The Isley Brothers,[766893],0.6759999999999999,0.879,0.8640000000000001,105.771,-8.666,0,6,0.0167,0.0543,0.0382,0.0421,0,324880,26,1978,8/21/1978,"Showdown, Pts. * & *"
21621,Tower of Power,[13393],0.506,0.41,0.34700000000000003,76.929,-7.21,1,6,0.403,2.35e-05,0.185,0.0254,0,227600,25,1973,5/1/1973,Will I Ever Find a Love?
21626,Roberta Flack,[290072],0.322,0.0518,0.1,135.175,-18.158,1,7,0.863,0.00022200000000000006,0.114,0.0346,0,299000,25,1970,1970,Until It's Time for You to Go
21627,Steve Cropper,"[751738, 617844]",0.428,0.451,0.96,171.185,-17.557000000000002,1,3,0.0255,0.141,0.0735,0.0415,0,328693,25,1969,1/1/1969,What'd I Say
21628,The Temptations,[569685],0.546,0.319,0.462,92.349,-14.755999999999998,0,4,0.8240000000000001,0.0,0.518,0.0251,0,152427,25,1965,3/22/1965,(You Can) Depend On Me
21644,Maze,[401114],0.809,0.56,0.789,103.536,-11.235,0,6,0.0751,0.0,0.0676,0.0919,0,431200,25,1989,1/1/1989,Before I Let Go
21657,Marvin Gaye,[316834],0.825,0.77,0.909,116.292,-11.833,1,6,0.025,0.00456,0.305,0.0441,0,325227,25,1985,5/21/1985,Sanctified Lady
21673,Deniece Williams,[816701],0.551,0.381,0.815,90.502,-11.62,1,6,0.879,0.0403,0.2,0.0372,0,169827,25,1976,8/1/1976,Free - Single Version
21691,Harold Melvin & the Blue Notes,[665957],0.5,0.731,0.696,127.688,-11.961,1,0,0.0339,0.00172,0.0571,0.068,0,352160,25,1975,11/1/1975,Tell The World How I Feel About 'Cha Baby**
21714,New Edition,[865016],0.6559999999999999,0.835,0.49,93.668,-9.96,0,11,0.0459,6.2e-05,0.48,0.0549,0,211200,25,1988,1/1/1988,Where It All Started
21726,Funkadelic,[187581],0.715,0.855,0.945,132.665,-9.529,1,9,0.157,0.0,0.039,0.0355,0,228280,25,1972,5/22/1972,"If You Don't Like The Effects, Don't Produce The Cause"
21736,Doris Troy,[801573],0.665,0.912,0.5379999999999999,128.364,-8.498,1,5,0.0105,3.32e-05,0.0723,0.0795,0,232747,25,1970,1970,Ain't That Cute - **** Remaster
21778,The Stylistics,[567624],0.845,0.49,0.79,116.666,-9.07,1,9,0.748,6.63e-06,0.103,0.0452,0,156147,25,1972,10/6/1972,If You Don't Watch Out
21789,Smokey Robinson & the Miracles,[35021],0.792,0.263,0.933,128.659,-16.434,1,1,0.421,0.0,0.0726,0.0393,0,180667,25,1968,1/1/1968,I Heard It Through The ********* - Album Version (Stereo)
21790,The Dells,[147200],0.3720000000000001,0.636,0.743,84.73700000000002,-14.092,0,9,0.266,0.0,0.104,0.0393,0,205640,25,1968,1/1/1968,Wear It On Our Face
21793,The Stylistics,[567624],0.8390000000000001,0.7490000000000001,0.934,115.22,-8.456,1,7,0.184,4.49e-05,0.0661,0.039,0,166000,25,1973,1/1/1973,Point of No Return
21801,The Pointer Sisters,[894847],0.6659999999999999,0.8029999999999999,0.75,130.44299999999998,-4.636,0,11,0.126,0.000176,0.609,0.0288,0,231600,25,1981,1981,Should I Do It
21803,Curtis Mayfield,[144458],0.716,0.688,0.911,120.659,-10.114,0,6,0.0239,0.6659999999999999,0.228,0.0379,0,258333,25,1970,1970,"(Don't Worry) If There's a **** Below We're All Going to Go - Backing Track, Take * & *"
21809,Sly & the Family Stone,[33161],0.6859999999999999,0.8220000000000001,0.84,91.988,-10.511,0,6,0.502,0.0183,0.0916,0.0691,0,239747,25,1976,4/1/1976,"Heard Ya Missed Me, Well I'm Back"
21810,The Isley Brothers,[766893],0.392,0.555,0.703,157.505,-11.378,1,7,0.7040000000000001,0.0,0.149,0.166,0,186000,25,1973,8/21/1973,You Walk Your Way
21812,The Drifters,[118544],0.322,0.205,0.248,73.116,-10.089,1,2,0.912,0.0,0.0305,0.0376,0,160640,25,1954,1954,The Bells of St. Mary's - 45 Version
21818,The Spinners,[578141],0.728,0.677,0.828,108.763,-7.4129999999999985,1,9,0.503,0.000558,0.373,0.0468,0,219493,25,1973,1973,Just Can't Get You Out of My Mind
21824,Marvin Gaye,[316834],0.425,0.15,0.101,102.204,-13.963,0,2,0.973,0.738,0.349,0.0309,0,252560,25,1972,12/8/1972,Poor Abbey Walsh
21834,The Shirelles,[418981],0.442,0.532,0.962,156.21,-6.664,1,1,0.453,0.0,0.0397,0.0279,0,117587,25,1961,1/1/1961,********* The *****
21846,Diana Ross & the Supremes,"[821590, 569685]",0.459,0.324,0.586,129.842,-15.669,1,7,0.0531,4.84e-05,0.118,0.0366,0,191133,25,1969,9/23/1969,Can't Take My Eyes *** You
21847,Gil Scott-Heron,[658346],0.777,0.471,0.748,119.923,-15.125,0,2,0.14300000000000002,7.929999999999999e-05,0.0815,0.0714,0,288853,25,1980,1980,The ****
21848,Curtis Mayfield,[144458],0.622,0.412,0.6409999999999999,137.409,-12.459,0,11,0.407,8.79e-05,0.6759999999999999,0.205,0,227027,25,1971,1971,"People Get Ready - Live @ Bitter End, NYC"
21859,Labi Siffre,[98819],0.748,0.696,0.967,97.942,-10.806,0,5,0.431,0.158,0.103,0.0402,0,174960,25,1972,1972,Gimme **** More
21860,Brenton Wood,[617568],0.732,0.4320000000000001,0.721,101.257,-10.337,1,3,0.5,3.28e-06,0.117,0.0584,0,141787,25,1967,1/1/1967,********* Baby
21865,Stephanie Mills,[21334],0.55,0.472,0.391,111.862,-11.143,1,7,0.379,2.21e-06,0.0925,0.0962,0,349093,25,1989,1/1/1989,Comfort Of A Man
21871,Sly & the Family Stone,[33161],0.555,0.249,0.616,87.054,-14.269,1,5,0.877,0.000112,0.127,0.0371,0,119933,25,1974,Jul-74,****** Beautiful
21872,Rick James,[366164],0.7609999999999999,0.763,0.628,112.132,-6.7410000000000005,1,7,0.175,3.84e-05,0.0485,0.0772,0,282653,25,1985,5/21/1985,You Turn Me On
21886,Stevie Wonder,[622805],0.769,0.552,0.907,122.746,-14.278,0,9,0.0164,0.000484,0.0393,0.0409,0,227067,25,1980,9/29/1980,As If You Read My Mind
21892,Fats Domino,[137494],0.556,0.535,0.8809999999999999,124.07,-11.032,1,7,0.928,0.0541,0.333,0.0328,0,166840,25,1959,1/1/1959,Please Don't Leave Me
21899,Phyllis Hyman,[333447],0.489,0.459,0.424,143.92,-10.094,0,6,0.634,0.0,0.234,0.0379,0,420867,25,1976,1976,When I Give My Love (This Time) - Remastered
21907,The Staple Singers,[577235],0.782,0.493,0.968,107.029,-12.486,1,1,0.314,2.58e-06,0.0545,0.0313,0,232040,25,1972,1972,We The People
21910,Aretha Franklin,[927555],0.377,0.591,0.809,160.319,-10.61,1,2,0.194,0.0,0.185,0.104,0,253373,25,1976,1976,Sparkle
21926,Parliament,[129775],0.6920000000000001,0.752,0.85,180.492,-7.125,1,10,0.318,0.0034100000000000003,0.0611,0.0553,0,549853,25,1974,7/3/1974,The Goose
21930,The Brothers Johnson,[624215],0.888,0.82,0.961,110.091,-11.057,1,7,0.626,0.807,0.0454,0.0478,0,190733,25,1977,1/1/1977,Brother Man
21940,The Gap Band,[73383],0.8109999999999999,0.735,0.97,144.539,-13.952,0,9,0.12,0.825,0.0678,0.0435,0,267773,25,1979,1/1/1979,Steppin' Out
21960,Al Green,[607448],0.5660000000000001,0.23,0.434,76.342,-13.396,1,8,0.85,0.0116,0.103,0.0267,0,139320,25,1967,1967,Back Up Train - Remastered
21962,Luther Vandross,[208076],0.366,0.165,0.0984,118.245,-18.475,1,11,0.623,0.000906,0.189,0.0322,0,557960,25,1989,1989,Superstar / Until You Come Back to Me (That's What I'm Gonna Do)
21970,Betty Davis,[58438],0.6629999999999999,0.578,0.945,142.003,-7.605,1,1,0.616,0.105,0.053,0.173,0,299107,25,1974,1974,70's *****
21973,The O'Jays,[892771],0.3720000000000001,0.329,0.21,108.156,-11.483,1,5,0.7709999999999999,0.00152,0.157,0.0446,0,583373,25,1974,1974,Wildflower - Live Version
21978,The Dells,[147200],0.3720000000000001,0.636,0.743,84.73700000000002,-14.092,0,9,0.266,0.0,0.104,0.0393,0,205640,25,1968,1/1/1968,Wear It On Our Face
22012,Sam Cooke,[238115],0.546,0.633,0.962,145.513,-7.382999999999999,1,0,0.6409999999999999,0.0,0.458,0.0521,0,128907,25,1962,Apr-62,Twistin' In The Kitchen With Dinah
22024,Betty Wright,[59819],0.708,0.444,0.643,144.107,-11.359000000000002,1,3,0.362,0.0,0.085,0.0605,0,289333,25,1989,1989,From Pain to Joy
22027,Betty Wright,[59819],0.361,0.338,0.473,203.528,-13.361,1,0,0.34600000000000003,0.0,0.988,0.0946,0,348733,25,1978,2/1/1978,You Can't See for Lookin' - Live
22075,The Shirelles,[418981],0.643,0.321,0.662,113.519,-14.237,0,7,0.593,0.000115,0.161,0.0287,0,163267,25,1975,1975,Baby It's You
22079,The Drifters,[118544],0.6970000000000001,0.158,0.823,102.62,-20.262,1,0,0.65,7.36e-05,0.191,0.0301,0,127173,25,1964,6/1/1964,I Feel Good All Over - Single Version
22091,The Manhattans,[51736],0.519,0.413,0.5,128.871,-13.067,1,10,0.405,0.0,0.125,0.0448,0,267133,25,1973,1973,Kiss and Say Goodbye
22098,Stevie Wonder,[622805],0.619,0.733,0.935,105.417,-11.153,0,10,0.135,0.000104,0.0586,0.0331,0,365640,25,1971,4/1/1971,Do Yourself A Favor
22099,Johnnie Taylor,[198162],0.633,0.521,0.635,152.23,-6.7970000000000015,1,7,0.198,0.000211,0.0745,0.0313,0,254573,25,1985,2/17/1985,Nothing As Beautiful As You
22110,The Isley Brothers,[766893],0.615,0.482,0.669,108.59,-10.669,1,5,0.0749,0.0,0.281,0.0331,0,155200,25,1966,1966,Who Could Ever Doubt My Love
22112,The Drifters,[118544],0.6970000000000001,0.158,0.823,102.62,-20.262,1,0,0.65,7.36e-05,0.191,0.0301,0,127173,25,1964,6/1/1964,I Feel Good All Over - Single Version
22132,The Isley Brothers,[766893],0.893,0.79,0.893,115.455,-7.925,1,0,0.0317,0.0326,0.0328,0.0693,0,333093,25,1977,8/21/1977,"The Pride, Pts. * & *"
22135,Jackie Wilson,[108826],0.424,0.402,0.735,102.475,-9.4,1,0,0.777,2.97e-05,0.34700000000000003,0.0299,0,160560,25,1960,1960,"A Woman, A Lover, A Friend"
22139,The Sweet Inspirations,[568861],0.449,0.27,0.5589999999999999,153.618,-14.735,1,11,0.443,0.0,0.0727,0.0311,0,135720,25,1968,Feb-68,That's How Strong My Love Is
22140,Sam Cooke,[238115],0.338,0.424,0.546,84.18799999999997,-11.331,0,0,0.775,1.93e-05,0.242,0.0303,0,156267,25,1963,Feb-63,Little ****
22153,The Isley Brothers,[766893],0.438,0.509,0.838,82.57799999999997,-10.105,1,1,0.0717,0.0,0.0911,0.0327,0,135320,25,1967,1/1/1967,One Too Many Heartaches
22164,Billy Ocean,[89058],0.895,0.7859999999999999,0.89,115.448,-8.856,0,9,0.292,0.00222,0.459,0.117,0,280427,25,1972,1972,****** (Feel Like Gettin' Down)
22169,The Dramatics,[138407],0.639,0.722,0.743,100.073,-9.961,0,1,0.207,0.0,0.0745,0.0765,0,193307,25,1971,1971,Get Up And Get Down
22182,The Jackson 5,[83013],0.401,0.5529999999999999,0.652,170.202,-11.882,1,6,0.488,1.13e-05,0.443,0.055,0,174400,25,1970,5/8/1970,La La (Means I Love You)
22186,Archie Bell & the Drells,[502398],0.52,0.608,0.848,177.34799999999996,-9.577,1,0,0.634,0.000234,0.29600000000000004,0.0832,0,164093,25,1969,1969,(There's Gonna Be A) Showdown
22193,The Delfonics,[7448],0.474,0.649,0.6559999999999999,132.763,-7.232,1,0,0.5329999999999999,0.0,0.18,0.0297,0,198573,25,1969,1969,******** Loves You - Remastered
22206,The Isley Brothers,[766893],0.855,0.705,0.935,98.032,-9.871,0,11,0.499,1.27e-05,0.121,0.0752,0,303560,25,1977,8/21/1977,Tell Me When You Need It ****** Pts. * & *
22207,Tower of Power,[13393],0.6709999999999999,0.768,0.903,106.017,-12.584,1,1,0.304,0.00821,0.0606,0.106,0,177493,25,1975,6/30/1975,I Got the Chop
22209,Luther Vandross,[208076],0.703,0.539,0.794,121.745,-13.777,0,11,0.232,0.0,0.324,0.194,0,319093,25,1989,1989,Bad Boy / Having a Party
22226,The Isley Brothers,[766893],0.893,0.79,0.893,115.455,-7.925,1,0,0.0317,0.0326,0.0328,0.0693,0,333093,25,1977,8/21/1977,"The Pride, Pts. * & *"
22232,Cameo,[944349],0.742,0.479,0.8140000000000001,92.861,-12.746,1,7,0.0313,2.33e-05,0.0795,0.0701,0,284533,25,1980,1980,We're Goin' Out *******
22243,Sam Cooke,[238115],0.545,0.562,0.339,95.28,-12.911,0,5,0.479,8.85e-06,0.544,0.249,0,35893,25,1964,Oct-64,Opening Introduction - Live
22252,Jackie Wilson,[108826],0.602,0.725,0.933,126.815,-5.32,1,8,0.4320000000000001,0.0,0.049,0.0286,0,161760,24,1967,1967,I've Lost You
22259,Smokey Robinson & the Miracles,[35021],0.611,0.478,0.835,104.453,-13.599,1,2,0.215,0.0,0.146,0.0278,0,138560,24,1968,1/1/1968,Yester Love
22267,George Clinton,[533117],0.858,0.698,0.731,113.485,-11.155,1,2,0.0713,3.45e-06,0.0624,0.0775,0,771867,24,1982,1/1/1982,Man's Best Friend / Loopzilla
22282,The Flamingos,[55304],0.233,0.197,0.261,178.09799999999996,-15.788,1,0,0.862,0.0,0.0927,0.0309,0,169707,24,1959,8/11/1959,As Time Goes By
22318,James Brown,[128099],0.604,0.7829999999999999,0.873,123.329,-10.931,0,3,0.249,0.00218,0.254,0.0841,0,105240,24,1963,5/1/1963,Think - Live At The Apollo ************
22322,The Jackson 5,[83013],0.67,0.825,0.862,101.072,-7.741,1,5,0.307,3.36e-06,0.12,0.0337,0,190667,24,1971,4/12/1971,It's Great To Be Here
22329,The Whispers,[482787],0.747,0.705,0.8220000000000001,116.184,-11.036,1,0,0.00643,3.9e-05,0.0412,0.0541,0,303000,24,1977,1977,Make It With You
22333,The Whispers,[482787],0.877,0.529,0.949,113.615,-7.857,0,7,0.0389,9.3e-06,0.049,0.0753,0,299360,24,1987,1987,This Kind of Lovin'
22334,Aretha Franklin,[927555],0.487,0.179,0.381,67.555,-13.268,0,0,0.244,8.43e-05,0.0811,0.0471,0,281867,24,1970,8/24/1970,The Thrill Is Gone (From *********** Kiss)
22335,Marvin Gaye,[316834],0.485,0.879,0.6859999999999999,101.26,-10.063,0,1,0.14400000000000002,0.799,0.151,0.0477,0,292267,24,1976,3/16/1976,I Want You - Jam - Alternate Mix
22336,The Deele,[146796],0.659,0.5579999999999999,0.921,78.611,-9.863,0,6,0.0447,0.00157,0.12,0.0484,0,272947,24,1987,1/1/1987,Just My Luck
22356,The Isley Brothers,[766893],0.735,0.6579999999999999,0.961,111.122,-8.325,1,0,0.00279,0.0842,0.269,0.0356,0,398667,24,1977,8/21/1977,"Climbin' Up the Ladder, Pts. * & *"
22364,The Whispers,[482787],0.747,0.705,0.8220000000000001,116.184,-11.036,1,0,0.00643,3.9e-05,0.0412,0.0541,0,303000,24,1977,1977,Make It With You
22373,Commodores,[766094],0.835,0.954,0.889,107.231,-5.658,1,1,0.123,0.882,0.113,0.0393,0,181373,24,1974,1/1/1974,Rapid Fire
22374,Percy Sledge,[838195],0.374,0.14800000000000002,0.51,177.21400000000003,-15.452,1,7,0.467,7.25e-05,0.244,0.0305,0,213573,24,1969,1969,Just out of Reach (Of My Two Empty Arms)
22398,Larry Graham,[130402],0.378,0.412,0.28,152.505,-8.412,1,7,0.82,2.05e-05,0.19,0.0433,0,215160,24,1978,1978,When We Get Married
22399,Cherrelle,[108124],0.8290000000000001,0.475,0.923,100.476,-14.252,1,7,0.399,0.0163,0.0984,0.0423,0,256400,24,1985,1/1/1985,Will You Satisfy?
22401,Bill Doggett,[763554],0.526,0.516,0.955,102.505,-10.035,1,5,0.388,0.695,0.289,0.0382,0,156227,24,1975,1975,**** Tonk Pt *
22409,The Dells,[147200],0.322,0.643,0.8029999999999999,171.43599999999995,-14.51,0,9,0.134,0.0,0.102,0.0892,0,215307,24,1968,1/1/1968,There Is
22412,Atlantic Starr,[509356],0.85,0.361,0.7979999999999999,102.907,-13.405,1,7,0.127,1.32e-05,0.168,0.0375,0,289933,24,1986,1/1/1986,Love Me Down
22422,Prince,[1426748],0.8290000000000001,0.664,0.906,125.356,-6.773,1,8,0.0467,0.00473,0.121,0.0752,0,566221,24,1982,10/27/1982,********* - **** Remaster
22430,The Gap Band,[73383],0.758,0.735,0.6459999999999999,91.085,-9.409,1,2,0.0117,0.0,0.438,0.183,0,402573,24,1982,1/1/1982,Talkin' Back
22445,The O'Jays,[892771],0.411,0.407,0.34,114.373,-11.41,1,0,0.397,0.000938,0.696,0.037000000000000005,0,376467,24,1975,1975,Stairway to Heaven
22469,Aretha Franklin,[927555],0.472,0.0745,0.181,96.595,-14.405,1,10,0.965,1.21e-06,0.11,0.0393,0,244200,24,1972,1/24/1972,First Snow in Kokomo
22480,Minnie Riperton,[500889],0.6,0.368,0.547,119.096,-10.768,1,9,0.723,0.00162,0.15,0.0888,0,358693,24,1974,1974,Our Lives
22492,Diana Ross,"[594665, 467203]",0.234,0.264,0.128,158.335,-10.992,1,7,0.871,4.56e-05,0.474,0.0347,0,243533,24,1978,1/1/1978,Be A Lion
22515,Roberta Flack,"[290072, 182360]",0.552,0.386,0.583,114.969,-15.39,1,8,0.252,2.78e-06,0.0954,0.0279,0,163453,24,1972,1972,Where Is the Love
22516,Marvin Gaye,"[316834, 164093]",0.595,0.588,0.685,102.113,-9.908,0,10,0.141,0.0,0.203,0.0294,0,154366,24,1968,1/1/1968,Keep On Lovin' Me Honey
22522,The Jackson 5,[83013],0.67,0.825,0.862,101.072,-7.741,1,5,0.307,3.36e-06,0.12,0.0337,0,190667,24,1971,4/12/1971,It's Great To Be Here
22530,Otis Redding,[414251],0.763,0.399,0.609,122.015,-10.800999999999998,1,3,0.446,0.000327,0.1,0.0971,0,154333,24,1966,4/1/1966,Any Ole Way
22549,Parliament,[129775],0.634,0.7140000000000001,0.915,197.632,-10.221,0,9,0.21600000000000005,0.0355,0.0789,0.267,0,219533,24,1980,1/1/1980,Let's Play House
22553,The Chambers Brothers,[57124],0.501,0.802,0.93,138.624,-11.148,1,0,0.0456,0.0,0.546,0.0525,0,295387,24,1968,10/9/1968,I Can't Turn You Loose
22554,The Isley Brothers,[766893],0.508,0.476,0.532,143.827,-9.666,1,2,0.562,0.0,0.0858,0.0549,0,331907,24,1971,8/21/1971,Fire and Rain
22569,The Dells,"[147200, 138407]",0.523,0.342,0.364,145.895,-14.28,1,0,0.607,0.0061600000000000005,0.63,0.0333,0,254459,24,1974,1974,Love Is Missing From Our Lives
22586,James Brown,[128099],0.748,0.35100000000000003,0.759,81.593,-11.21,1,7,0.244,0.0,0.0625,0.12,0,147000,24,1964,9/1/1964,I Got You (I Feel Good) - **** Version
22587,Commodores,[766094],0.513,0.353,0.187,138.857,-13.48,1,1,0.397,1.84e-05,0.0732,0.0377,0,295693,24,1981,1/1/1981,Lucy
22600,The Cookies,[69520],0.611,0.591,0.91,124.115,-7.138,1,2,0.7170000000000001,0.008879999999999999,0.478,0.0352,0,165840,24,1963,1963,Don't Say Nothin' Bad (About My Baby)
22612,The Gap Band,[73383],0.758,0.735,0.6459999999999999,91.085,-9.409,1,2,0.0117,0.0,0.438,0.183,0,402573,24,1982,1/1/1982,Talkin' Back
22618,The Stylistics,[567624],0.507,0.636,0.7020000000000001,142.248,-7.5379999999999985,0,2,0.8490000000000001,0.0,0.6459999999999999,0.0401,0,175507,24,1973,1/1/1973,You Are Everything
22632,DeBarge,[816517],0.604,0.412,0.768,75.39,-14.693,1,1,0.517,5.320000000000001e-05,0.14400000000000002,0.0308,0,219573,24,1983,9/24/1983,Queen Of My Heart
22636,Stevie Wonder,[622805],0.516,0.54,0.6579999999999999,93.036,-11.702,0,5,0.539,3.27e-05,0.225,0.0937,0,216200,24,1972,3/3/1972,**** ****
22638,Marvin Gaye,[316834],0.667,0.507,0.805,94.732,-12.714,0,10,0.111,1.52e-06,0.0716,0.0449,0,235293,24,1978,12/15/1978,Time To Get It Together
22640,Marvin Gaye,[316834],0.557,0.828,0.644,95.465,-6.518,0,1,0.607,3.44e-05,0.509,0.0623,0,229213,24,1976,3/16/1976,Soon I'll Be Loving You ***** - Alternate Mix
22647,Tyrone Davis,[806507],0.528,0.29100000000000004,0.532,86.073,-15.028,1,7,0.595,0.00575,0.601,0.028,0,302960,24,1976,1976,I Got Carried Away
22660,Tower of Power,[13393],0.325,0.456,0.7240000000000001,175.835,-15.289,1,0,0.34,1.44e-06,0.14800000000000002,0.0432,0,273867,24,1973,5/1/1973,Just Another Day
22662,Jeffrey Osborne,[317108],0.529,0.464,0.555,134.191,-11.099,1,11,0.634,0.0,0.155,0.0503,0,210627,24,1984,1/1/1984,Crazy 'Bout Cha
22672,The Whispers,[482787],0.877,0.529,0.949,113.615,-7.857,0,7,0.0389,9.3e-06,0.049,0.0753,0,299360,24,1987,1987,This Kind of Lovin'
22677,Percy Sledge,[838195],0.726,0.342,0.723,135.232,-16.238,1,1,0.124,0.0567,0.0668,0.0809,0,162640,24,1966,1966,Put a Little Lovin' on Me
22704,Ray Charles,[46861],0.334,0.154,0.36,62.377,-15.56,1,1,0.919,0.0006900000000000001,0.107,0.0341,0,201400,24,1959,1959,You Won't Let Me Go
22717,The Temptations,[569685],0.6970000000000001,0.514,0.8109999999999999,123.658,-12.509,0,5,0.243,0.0,0.147,0.0393,0,182560,24,1965,3/22/1965,Way Over There
22718,Roger,[305501],0.349,0.477,0.464,162.471,-12.566,1,0,0.127,0.0,0.0845,0.12,0,243040,24,1978,1978,"I Want to Be Your Man - 7"" Version"
22722,New Edition,[865016],0.698,0.298,0.435,142.965,-14.372,1,2,0.534,5.29e-06,0.695,0.0304,0,268200,24,1988,1/1/1988,***********
22726,Wilson Pickett,[677781],0.731,0.5379999999999999,0.853,102.249,-17.029,1,10,0.226,6.06e-05,0.0879,0.0366,0,159227,24,1969,1969,Save Me
22733,Eddie Kendricks,[170211],0.619,0.723,0.563,123.132,-12.351,1,9,0.353,0.0,0.122,0.128,0,160907,24,1972,1/1/1972,Date With The Rain
22748,The Supremes,[477875],0.545,0.5710000000000001,0.6559999999999999,129.841,-10.936,1,7,0.513,0.000124,0.647,0.0404,0,179413,24,1964,8/31/1964,Ask Any ****
22759,The Dells,[147200],0.322,0.643,0.8029999999999999,171.43599999999995,-14.51,0,9,0.134,0.0,0.102,0.0892,0,215307,24,1968,1/1/1968,There Is
22769,The Undisputed Truth,[920939],0.621,0.3720000000000001,0.369,101.12,-11.845999999999998,0,3,0.7829999999999999,9.72e-05,0.0941,0.0293,0,418053,24,1971,1/1/1971,You Make Your Own Heaven And **** Right Here On Earth
22770,Parliament,[129775],0.7490000000000001,0.409,0.6859999999999999,93.852,-15.86,1,7,0.287,0.00618,0.0762,0.0725,0,227533,24,1976,9/29/1976,Everything Is On The One
22777,The Temptations,[569685],0.35100000000000003,0.35200000000000004,0.348,130.247,-15.255,1,2,0.4270000000000001,0.142,0.201,0.0327,0,360000,24,1975,1/1/1975,Memories
22784,Ohio Players,[390390],0.544,0.708,0.8440000000000001,77.767,-11.604,0,4,0.0884,0.872,0.16899999999999998,0.046,0,285667,24,1972,12/1/1972,What It Is
22785,The Miracles,[503668],0.314,0.4370000000000001,0.381,175.8,-6.678,0,6,0.778,0.0,0.179,0.0442,0,183253,24,1961,1/1/1961,Who's Lovin' You
22803,Clarence Carter,[148477],0.43,0.28600000000000003,0.612,80.141,-16.149,1,5,0.795,0.0,0.1,0.0291,0,183880,24,1969,1969,I'd Rather Go Blind
22810,Ray Charles,[46861],0.552,0.161,0.233,105.826,-14.027,1,7,0.818,0.0,0.12,0.0353,0,169320,24,1959,1959,When Your Lover Has Gone
22820,Mavis Staples,[397876],0.465,0.544,0.923,101.879,-9.659,1,9,0.672,0.0,0.208,0.0581,0,140027,24,1969,1/1/1969,Son Of A Preacher Man
22827,The Clovers,[75171],0.338,0.046,0.29600000000000004,197.073,-20.395,0,10,0.956,3.47e-06,0.114,0.0363,0,157573,24,1956,1956,**** Velvet
22834,Wilson Pickett,[677781],0.551,0.488,0.317,147.727,-7.327000000000001,1,10,0.506,9.29e-06,0.124,0.0321,0,183320,23,1968,1968,Bring It on Home to Me
22844,Otis Redding,[414251],0.589,0.2,0.122,147.805,-15.534,1,10,0.4,0.000496,0.153,0.0349,0,181013,23,1965,Mar-65,Nothing Can Change This Love
22845,The Time,[919812],0.8490000000000001,0.463,0.8590000000000001,119.98,-11.92,1,6,0.14,4.09e-05,0.0337,0.189,0,388960,23,1982,8/24/1982,I Don't Wanna Leave You
22848,Funkadelic,[187581],0.6459999999999999,0.816,0.518,89.926,-7.474,1,2,0.343,0.815,0.0372,0.0479,0,154693,23,1970,2/24/1970,As Good As I Can Feel - **** Version
22862,Curtis Mayfield,[144458],0.598,0.7979999999999999,0.941,93.699,-8.101,1,5,0.16899999999999998,0.000445,0.306,0.0595,0,298027,23,1972,7/1/1972,No Thing on Me (Cocaine Song)
22894,Gladys Knight & the Pips,[667169],0.439,0.648,0.768,131.817,-9.34,1,0,0.118,0.000321,0.0654,0.0463,0,231400,23,1971,1971,Make Me The Woman That You Go Home To
22906,Barry White,[149044],0.362,0.268,0.36,113.12,-14.454,1,10,0.5760000000000001,0.018000000000000002,0.0948,0.0349,0,220493,23,1975,1/1/1975,I've Found *******
22917,Wilson Pickett,[677781],0.755,0.46,0.971,113.553,-11.968,1,0,0.124,0.0,0.101,0.0361,0,153827,23,1965,1965,Teardrops Will Fall
22935,Gil Scott-Heron,[658346],0.742,0.34600000000000003,0.969,151.063,-21.339,0,0,0.821,1.78e-06,0.386,0.0365,0,214188,23,1974,1974,Lady Day and John Coltrane
22939,Sly & the Family Stone,[33161],0.6459999999999999,0.745,0.59,108.862,-10.322,1,11,0.368,0.0,0.16899999999999998,0.0669,0,186973,23,1970,11/21/1970,Stand!
22949,Aretha Franklin,[927555],0.7090000000000001,0.411,0.812,118.822,-8.775,0,7,0.835,5.5500000000000014e-05,0.509,0.0354,0,182907,23,1964,1964,My Guy
22953,The Temptations,[569685],0.446,0.349,0.85,163.446,-11.99,1,7,0.711,0.0,0.0601,0.0425,0,143933,23,1968,1968,Please Return Your Love To Me
22970,Parliament,[129775],0.33,0.855,0.345,186.49400000000003,-11.74,1,5,0.0493,0.0283,0.524,0.0554,0,298866,23,1977,5/5/1977,Dr. Funkenstein's Supergroovalisticprosifunkstication Medley - *********
22980,Fats Domino,[137494],0.359,0.574,0.469,93.279,-9.358,1,8,0.7140000000000001,3.78e-05,0.123,0.0334,0,136240,23,1959,1/1/1959,Goin' Home
22981,Wilson Pickett,[677781],0.551,0.488,0.317,147.727,-7.327000000000001,1,10,0.506,9.29e-06,0.124,0.0321,0,183320,23,1968,1968,Bring It on Home to Me
22993,The Delfonics,[7448],0.503,0.498,0.639,74.237,-6.827000000000001,1,9,0.8270000000000001,0.00454,0.249,0.0248,0,166160,23,1968,1968,I'm Sorry - Remastered
