,influencer_id,influencer_name,influencer_main_genre,influencer_active_start
41883,9218,Tracey Thorn,Pop/Rock,1980
41940,233136,Josh Ritter,Pop/Rock,1990
41988,472102,Taylor Swift,Pop/Rock,2000
41999,2995948,Flume,Pop/Rock,2010
42007,2397780,Bridgit Mendler,Pop/Rock,2010
42011,128873,Jack White,Pop/Rock,1990
42013,755918,The Black Keys,Pop/Rock,2000
42030,548397,Jonas Brothers,Pop/Rock,2000
42031,720741,Hannah Montana,Pop/Rock,2000
42033,922398,Sugababes,Pop/Rock,1990
42034,1013375,The Script,Pop/Rock,2000
42050,798658,Emil?-ana Torrini,Pop/Rock,1990
42087,1032082,Bruno Mars,Pop/Rock,2000
42119,749743,Steps,Pop/Rock,1990
42135,528243,Mystery Jets,Pop/Rock,2000
42136,990368,Foals,Pop/Rock,2000
42151,94861,Kings of Convenience,Pop/Rock,1990
42154,182302,Ray LaMontagne,Pop/Rock,2000
42157,755152,The Avett Brothers,Pop/Rock,2000
42159,896216,Band of Horses,Pop/Rock,2000
42161,990366,Fleet Foxes,Pop/Rock,2000
42202,1422105,Karnivool,Pop/Rock,2000
42233,1029659,LMFAO,Pop/Rock,2000
42265,219428,Uncle Kracker,Pop/Rock,1990
42282,2048033,Sleigh Bells,Pop/Rock,2000
42283,2290007,Grimes,Pop/Rock,2010
42286,280897,Deerhunter,Pop/Rock,2000
42296,187422,Funeral for a Friend,Pop/Rock,2000
42344,944700,Leona Lewis,Pop/Rock,2000
42345,996127,Demi Lovato,Pop/Rock,2000
42355,670734,Goldfinger,Pop/Rock,1990
42368,1055021,Bombay Bicycle Club,Pop/Rock,2000
42372,822089,Jordan Knight,Pop/Rock,1980
42380,736318,All Time Low,Pop/Rock,2000
42382,866215,McFly,Pop/Rock,2000
42405,485365,Thirty Seconds to Mars,Pop/Rock,1990
42406,569600,Angels & Airwaves,Pop/Rock,2000
42458,1072350,Mumford & Sons,Pop/Rock,2000
42459,2031918,Local Natives,Pop/Rock,2000
42460,2867436,Alt-J,Pop/Rock,2010
42493,366681,Paramore,Pop/Rock,2000
42511,180516,Dave Grohl,Pop/Rock,1990
42535,580300,Sufjan Stevens,Pop/Rock,1990
42536,588246,Los Campesinos!,Pop/Rock,2000
42537,1507678,The Middle East,Pop/Rock,2000
42538,2873356,The Lumineers,Pop/Rock,2000
42589,479149,A Perfect Circle,Pop/Rock,1990
42634,586843,The Dangerous Summer,Pop/Rock,2000
42638,985076,The Wonder Years,Pop/Rock,2000
42639,1391526,La Dispute,Pop/Rock,2000
42644,2639628,Ed Sheeran,Pop/Rock,2000
42659,325357,Arctic Monkeys,Pop/Rock,2000
42660,573391,Paolo Nutini,Pop/Rock,2000
42682,460390,Okkervil River,Pop/Rock,2000
42690,80358,Kesha,Pop/Rock,2000
42692,2598627,Skylar Grey,Pop/Rock,2010
42703,2507287,The Wanted,Pop/Rock,2010
42704,2766592,One Direction,Pop/Rock,2010
42747,3006966,Jon Bellion,Pop/Rock,2010
42757,588887,Thom Yorke,Pop/Rock,1980
42761,2814183,King Krule,Pop/Rock,2010
